Size,Vector (append),Vector (delete),Vector (insert),Linked list (append),Linked list (delete),Linked list (insert),List (append),List (delete),List (insert)
1000000,0.22751566499937326,0.016360723006073385,0.02440001000650227,0.9922730550169945,0.01795580197358504,0.006969474023208022,0.005604670033790171,0.0003000199794769287,0.0006321860128082335
