Size,binary_search_tree_random,ternary_tree_random,avl_tree_random,sorted_set_random,binary_search_tree_best-case,ternary_tree_best-case,avl_tree_best-case,sorted_set_best-case
16383,0.030157000001054257,0.04605419997824356,0.1495672999881208,0.018837499985238537,0.022811099974205717,0.0352056999981869,0.1281040999747347,0.016378100001020357
