Size,binary_search_tree_random,ternary_tree_random,avl_tree_random,sorted_set_random,binary_search_tree_best-case,ternary_tree_best-case,avl_tree_best-case,sorted_set_best-case
16383,0.05167999502737075,0.053174957050941885,0.041318445990327746,0.004850218014325947,0.03702701098518446,0.04125115997157991,0.03746166900964454,0.004764062992762774
